"score","text","class"
5,"selamat idul fitri mohon maaf lahir dan bathin moga amal kita terima allah swt idulfitri h idulfitri ","Positive"
4,"babinsa wedi sama polsek wedi aman sholat idul fitri h ","Positive"
5,"rt selamat hari raya idul fitri teman teman twitter minal aidzin wal faidzin mohon maaf lahir dan batin love memey lee sama","Positive"
0," narapidana lapas bagansiapiapi bebas usai shalat idul fitri lengkap di ","Neutral"
4,"rt kepala rutan pinrang kanwil kemenkumham sulsel wahyu trah utomo serta jajar ucap selamat hari raya idul fitri","Positive"
8," thelegends n genkztumbuh dan besar bersamamengucapkan selamat hari raya idul fitri hijriah mohon maaf lahir dan batin minal aidzin wal faidzin ","Positive"
1,"selamat hari raya idul fitri buat cl teman alter yang raya mohon maaf kalo lama ini ada tindak atau kata yang kurang kenan ","Positive"
4,"cipta aman kondusif danramil wonosari patroli gabung aman takbir idul fitri h ","Positive"
1,"kepala polisi negara republik indonesia mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin kapolrijenderal polisi drs listyo sigit prabowo tetapprokessaatlebaranbersama laksana sama ","Positive"
4,"rt kepala rutan serta ketua dharma wanita satu dwp rutan pinrang kanwil kemenkumham sulsel ucap selamat hari","Positive"
5,"selamat hari raya idul fitri h mohon maaf lahir dan batin semua mana kita ada raya lebaran moga kita semua bisa senang sambut hari ini","Positive"
0," rutan pinrang suasana idul fitri langsung khidmat hadir bawak khutbah ustaz sukaldi alkajani tindak bagai imam salat ustaz sulaiman dan muallaq khatib mansyur kumhampasti kumhamsulsel rutanpinrang","Neutral"
4,"rt kepala rutan pinrang kanwil kemenkumham sulsel wahyu trah utomo serta jajar ucap selamat hari raya idul fitri ","Positive"
4,"raya lebaran tahun ini beda dari dua tahun belum masyarakat sudah bisa shalat id berjamaah protokol sehat harus tetap jalan ","Positive"
0,"tinggal salat idul fitri dapur rumah di mojokerto bakar ","Neutral"
7,"himbau prokes babinsa desa meger koramil ceper laku aman sholat idul fitri h ","Positive"
5,"tenaga profesional baitul mal aceh selatan ucap selamat hari raya idul fitri h minal aidin walfaidzin mohon maaf lahir dan bathin baitulmalacehselatan ayozakat ","Positive"
5,"rt selamat lebaran selamat idul fitri mohon maaf lahir batin kolesterol jaga ya ","Positive"
4,"pada hari senin tanggal mei pukul wib si ada selesai sertu darmadi babinsa keluarga kroyo koramil karangmalang laksana aman laksana sholat idul fitri h di masjid sholihin kp karangbendo rt lurah kroyo camat karangmalang ","Positive"
1,"kepala polisi negara republik indonesia mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin kapolrijenderal polisi drs listyo sigit prabowo tetapprokessaatlebaranbersama laksana sama ","Positive"
4,"rt kepala rutan serta ketua dharma wanita satu dwp rutan pinrang kanwil kemenkumham sulsel ucap selamat hari r","Positive"
5,"selamat hari raya idul fitri h mohon maaf lahir dan bathin fabrianneartwork ","Positive"
0,"rt thread idul fitri h ala member jakarta ","Neutral"
5,"selamat hari raya idul fitri semua enjoy long holiday mohon maaf lahir batin ya","Positive"
4,"rt kepala rutan pinrang kanwil kemenkumham sulsel wahyu trah utomo serta jajar ucap selamat hari raya idul fit","Positive"
5,"penyelenggaran giat ibadah di hari raya idul fitri tahun ini masih dalam ada dalam masa pandemi covid ikut tentu dalam edar penyelenggaran ibdah idul fitri tahun h sama surat edar nomor se tahun tetapprokessaatlebaranbersama laksana sama ","Positive"
4,"selamat hari raya idul fitri h minal aidin wal faizhin maaf lahir dan batin ","Positive"
8," seputarlebaran warga a senang dan bangga bisa jadi bagi dalam sejarah laksana salat idul fitri perdana di jakarta international stadium jis selain itu laksana ceramah dan salat jalan khidmat ","Positive"
5,"selamat hari raya idul fitri mohon maaf lahir dan batin bagaimana nih gaes yang closingan kemarin sudah pada grand opening ","Positive"
4,"selamat hari raya idul fitri ol","Positive"
9," selamat hari raya idul fitri bagi yang raya mohon maaf lahir dan batin minta maaf atas salah yang pernah saya buat baik yang sengaja maupun tidak sengaja senang banget lebaran pertama bareng sama ayang","Positive"
5,"selamat idul fitri h teman temin semua minal aidin wal faidzin mohon maaf lahir dan batin","Positive"
4,"rt kepala rutan serta ketua dharma wanita satu dwp rutan pinrang kanwil kemenkumham sulsel ucap selamat ha","Positive"
0,"lagi hari idul fitri selkor kasih hidayah kah buat enggak jual overprice atau smstore kasih hidayah kah buat banyak stock online ","Neutral"
3,"moga driver grab yang mau ngambil pesan gue di hari idul fitri ini berkat berik limpah limpah kali lipat","Positive"
4,"rt kepala rutan pinrang kanwil kemenkumham sulsel wahyu trah utomo serta jajar ucap selamat hari raya idul fitr","Positive"
0,"selamat idul fitri teman teman minal aidzin wal faidzin maaf ya kalau aku banyak salah ke kalian luv untuk xixixi ","Neutral"
10,"selamat hari raya idul fitri h minal aidzin wal faizin mohon maaf aku lalu dalam cinta","Positive"
4," cutie selamat idul fitri ulang tahun ","Positive"
0,"kalo idul fitri jatuh tanggal mei kalo aku jatuh di peluk mu","Neutral"
4,"selamat idul fitri h jakarta indonesia ","Positive"
4,"rt kepala rutan serta ketua dharma wanita satu dwp rutan pinrang kanwil kemenkumham sulsel ucap selamat har","Positive"
0,"rt allahu akbar kali lailaha illallah allahu akbar sangat ramai yang shalat idul fitri syawal h di jakarta international sta","Neutral"
5,"selamat hari raya idul fitri syawal h mohon maaf lahir batin ya sobat hunter semua nya ","Positive"
11," selamat hari raya idul fitri mohon maaf lahir dan batin ya kaksemoga kakak sehat selalu kasih rejeki terus buat depan dan dalam lindung tuhan sama keluarga juga moga di tahun ini banyak hal baik buat kakak dan jauh hal yang buruk sukses selalu ya kak ","Positive"
0," tempat di lapang serbaguna kepala rutan wahyu trah utomo sama jabat struktural para gawai dan warga bina rutan pinrang ikut salat idul fitri hijriah kumhampasti kumhamsulsel rutanpinrang","Neutral"
5,"selamat hari raya idul fitri semua mohon maaf lahir dan batin ya ","Positive"
4,"rt raya menang rutan pinrang kanwil kemenkumham sulsel gelar salat idul fitri hijriah senin kumham","Positive"
3," asalamualaikum wr wb mbak minal aidzin walfadzin mohon maaf lahir dan batin mohon buka pintu maaf atas segala perilaku dan tutur kata yang kurang kenan selamat hari raya idul fitri h sama ","Positive"
9," selamat idul fitri juga den moga tahun depan kita semua masih bisa nikmat usia kita jikalau kita masih beri sempat itu mohon maaf lahir batinkadrun sejati","Positive"
4," benar berkah idul fitri ","Positive"
7,"rt tidak ada kata indah kata maaf tidak ada buat indah yang maaf kini hati akan bersih tanpa noda dan kok","Positive"
0,"rt tempat di lapang serbaguna kepala rutan pinrang wahyu trah utomo sama jabat struktural para gawai dan wa","Neutral"
0,"rt khidmat salat idul fitri di jis yang gelar perdana tempofoto","Neutral"
0,"sambut hari raya idul fitri h lapas kelas i cipinang kanwil kemenkumham dki jakarta gemak takbir keliling kumhampasti pemasyarakatanpasti kanwilkumhamdki latucipberani latucippastiwbk","Neutral"
0,"rt rutan pinrang suasana idul fitri langsung khidmat hadir bawak khutbah ustaz sukaldi alkajani tindak seba","Neutral"
-4,"ramadhan dan idul fitri adalah tradisi dunia atau neraka ","Negative"
4,"hari raya idul fitri hkami segenap keluarga bea cukai sangatta ucap selamat hari raya idul fitri h besta beacukaimakinbaik beacukaisangatta bcsangattahebat becesangattajos idulfitri h","Positive"
4," selamat hari raya idul fitrimohon maaf lahir dan batin","Positive"
0,"rt malam semua karena besok sudah hari raya idul fitri aku mau bagi bagi kak ke orang masing masing kak syarat","Neutral"
4," selamat idul fitri terimakasih ","Positive"
4,"rt selamat hari raya idul fitri moots ","Positive"
1,"selamat hari raya idul fitri mohon di maaf kalo ada salah kalo enggak ada salah salah gapapa kan aku cowok","Positive"
4,"rt raya menang rutan pinrang kanwil kemenkumham sulsel gelar salat idul fitri hijriah senin kumham","Positive"
5,"menteri rencana bangun nasional ucap selamat hari raya idul fitri taqabbalallahu minna wa minkum minal aidin wal faizin mohon maaf lahir dan batin ","Positive"
4,"selamat hari raya idul fitri teman teman ","Positive"
8,"rt keren sbat anies dpw sumsel tetap semangat suara dan harap pak presiden teng","Positive"
5,"osb mengucapkanselamat hari raya idul fitri mohon maaf lahir dan batinmumpung lagi dapat thr main di situs osb siapa tau hoki dan menang hingga ratus jutadaftarkan sekaranglink ada di bio ya guys slot slotgacor pragmatic slotpragmatic pragmaticplay ","Positive"
0,"rt tempat di lapang serbaguna kepala rutan wahyu trah utomo sama jabat struktural para gawai dan warga bina","Neutral"
9,"selamat idul fitri moga segala amal ibadah ramadan kita terima allah azzawajalla inshaallah kita temu lagi dengan ramadan amin allahuma amin ","Positive"
4,"rt selamat idul fitri ya ","Positive"
4," selamat idul fitri sheetaa","Positive"
4,"rt raya menang rutan pinrang kanwil kemenkumham sulsel gelar salat idul fitri hijriah senin kumhamp","Positive"
12,"tapi puasa tahun ini benar banyak suka duka banyak uji gua benar benar ganisa nikmat hari raya idul fitri ","Positive"
2,"rt mudik lebaran sama keluargapatuhi atur kendara lama mudik agar sampai kampung halaman dengan selamat dan bi","Positive"
4,"selamat hari raya idul fitri buat kalian yang raya ","Positive"
12,"rt selamat hari raya idul fitri h sambut datang menang berik semangat yang tiada tara untuk lanjut","Positive"
4,"moga allah terima puasa kita dan jadi kita kembali dalam ada suci dan masuk dalam golong orang orang yang dapat ampun dari selamat hari raya idul fitri mohon maaf lahir dan batin lebaran idulfitri h idulfitri idulfitri ganjar ","Positive"
0,"rt rutan pinrang suasana idul fitri langsung khidmat hadir bawak khutbah ustaz sukaldi alkajani tindak seba","Neutral"
0,"rt sobat ku semuasaya menghaturkanmohon maaf lahir dan batinselamat hari raya idul fitri ","Neutral"
5,"selamat hari raya idul fitri syawal h minal aidin walfaizin mohon maaf lahir dan batin polripresisi polreskediri jatimbermasker jawatimurbangkit diri ","Positive"
-2," hari raya idul fitri h salam nusantara hari raya idul fitri hijriyah jatuh pada tanggal mei minal aidzin walfaizin mohon maaf lahir dan batin forkompi lenteranusantara harirayaidulfitri ","Negative"
2,"saat keluarga yang lain foto pas hari raya idul fitri dengan outfit samaankeluargaku mah boro makek outfit sama suruh foto bareng saja enggak ada yang mau hahabener benar memang jauh dari kata keluarga cemara ","Positive"
0,"yuk raya hari raya idul fitri dengan tetap laksana sama utama maka masker untuk jaga diri dari sebar covid tetapprokessaatlebaranbersama laksana sama ","Neutral"
5," selamat hari raya idul fitri juga mohon maaf lahir dan batin ","Positive"
0,"fitrah manusia kena hari raya idul fitri ","Neutral"
-2," kalo tahun depan itu idul fitri baru atau lama ira kadrun agak beraklhak nyata enggak beda sama cebong pantas kalian antem mulu bikin susah indonesia","Negative"
0,"rt tata cara sholat idul fitri sunnah belum sholat idul fitri a thread ","Neutral"
5,"p op nas didik provinsi dki jakarta ucap selamat hari raya idul fitri syawal h minal aidin wal faidzin taqabalallahu minnaa wa minkum mohon maaf lahir dan batin idulfitri idulfitri p opdisdikdki ","Positive"
0,"rt tempat di lapang serbaguna rutan pinrang kepala rutan wahyu trah utomo sama jabat struktural para gawai ada","Neutral"
5,"kepala polisi resor kebumen serta staf dan bhayangkari cab kebumen ucap selamat hari raya idul fitri hijriahminal aidin wal faizin mohon maaf lahir dan batin ","Positive"
0,"negara yang raya idhul fitri mei singapureindiabangladeshsri lanka","Neutral"
9,"rt selamat hari raya idul fitri btw moy kemarin minta nastar kan ya naini aku bikin banyak yaps yohoho damai ","Positive"
4," selamat hari raya idul fitri dinnn ","Positive"
4," selamat hari raya idul fitri kak minal aidzin walfaidzin ya bissmillah done kak wish me luckthanks sudah adakan giveaway ini kak moga lancar rejekinya ya kak","Positive"
9,"eid mubarak selamat idul fitri taqabbalallahu minna waminkum moga allah terima amal dari kami dari kalian mungkin jari ini srg kepleset shg twit ku pernah singgung enggak enak baca jadi mohon maaf lahir batin ya kawan ","Positive"
0,"rt niat puasa syawal kapan waktu apa faedah utama hikmah seraya idul fitri puasasyaw","Neutral"
0," doneselamat hari raya idul fitri kakak chitamohon maaf lahir batin","Neutral"
5,"hai sobat autotranz selamat hari raya idul fitri syawal h mohon maaf lahir dan batin website at carrentalindonesia harirayaidulfitri idulfitri car mobil mobilkeluarga carrentaljakarta carrental autotranz autotranzcarrental ","Positive"
5," selamat hari raya idul fitri mohon maaf lahir batin ","Positive"
4," selamat hari raya idul fitri brodi maaf baru lewat tl niech","Positive"
8,"story penuh sama orang pakai baju kaftan sama midi dress terus captionnya selamat hari raya idul fitri hijriah mohon maaf lahir dan batin","Positive"
0,"lebaran idul fitri lapas perempuan gorontalo fasilitas layan video call bagi wbpgorontalo masih dalam situasi pandemi covid yang belum usai sampai dengan saat ini lapas perempuan kelas iii kanwil kemenkumhamgorontalo henisusilawardoyo ","Neutral"
4,"selamat hari raya idul fitri syawal h untuk semua teman yang raya minal aidzin wal faidzinmohon maaf lahir dan bathin ","Positive"
-1,"silaturrahiim syawal idul fitri h di rumah eyang haji budi di rt perum ksb blok sih perum ksb serang ","Negative"
5," selamat idul fitri sky mohon maaf lahir batin juga ya ","Positive"
5,"selamat hari raya idul fitri h mohon maaf lahir dan batin ","Positive"
5," selamat idul fitri mohon maaf lahir batin bang ","Positive"
5,"selamat hari raya idul fitri mohon maaf lahir dan batin selamat makan buras lontong ketupat ","Positive"
4,"selamat hari raya idul fitri","Positive"
5,"rt buat teman yang baca twiit ininyai ucap selamat raya idul fitri h minal aidin wal faidzin mohon maaf","Positive"
0,"rt rutan pinrang kanwil kemenkumham sulsel suasana idul fitri langsung khidmat hadir bawak khutbah ustaz sukaldi","Neutral"
0,"kanwil kemenkumham jateng serah remisi idul fitri kepada warga bina masyarakat ","Neutral"
-5,"rt serah sih tapi aku kasihan saja arti mas enggak dapat hakikat idul fitri itu mana semuany kemb","Negative"
12,"rt selamat raya idul fitri untuk saudara saudara muslim jadi hari menang bagai momentum baik raya","Positive"
-3,"rt ulama karismatik asal pandeglang banten abuya muhtadi tetap syawal hijriah atau hari raya idul fitri jatuh pad","Negative"
4,"yuk simak atur laksana ibadah salat idul fitri h dasar se menteri agama kena atur dalam laksana giat ibadah salat idul fitri h berik sejumlah atur untuk laksana tetapprokessaatlebaranbersama laksana sama ","Positive"
5,"rt selamat idul fitri mohon maaf lahir dan batin taqabalallah minna wa mingkum shiamana wa shiamakum kullu sama wa antum","Positive"
5,"selamat hari raya idul fitri mohon maaf lahir dan batin ","Positive"
4,"selamat hari raya idul fitri teman teman","Positive"
7,"ucap selamat idul fitri syawal hijriyah dari wakil presiden indonesia prof dari kak h sama ruf amin lebarandielshinta ","Positive"
0,"spanduk pdip tebar mana mana tulis selamat idul fitri ","Neutral"
-2,"rt masya allah allahu akbar shalat idul fitri di jakarta international stadium jis pecah ","Negative"
4,"selamat hari raya idul fitri hmohon maaf lahir batin","Positive"
0,"umur enggak pernah foto bareng pas idul fitri","Neutral"
0," eidmubarak h selamathariraya hari raya idul fitri h ","Neutral"
0," selamat hari raya idul fitri juga niyaa aku juga minta maaf ya kalau ada salah kata ","Neutral"
4,"selamat hari raya idul fitri hijriah taqabbalallahu minna wa minkum taqabbal ya karim minal aidzin wal aalfaizin mohon maaf lahir dan batinsemoga allah terima puasa kita dan temu kembali di bulan ramadhan yang akan datang ","Positive"
4," selamat hari raya idul fitri h","Positive"
-2,"lebaran idul fitri pertama jauh dari keluarga","Negative"
3," asalamualaikum wr wb minal aidzin walfadzin mohon maaf lahir dan batin bang mohon buka pintu maaf atas segala perilaku dan tutur kata yang kurang kenan selamat hari raya idul fitri h sama ","Positive"
5," selamat idul fitri bro isra mohon maaf lahir batin juga ","Positive"
5,"selamat hari raya idul fitri h mohon maaf lahir dan batin ","Positive"
4," selamat idul fitri mbak ","Positive"
4,"yuk simak atur laksana ibadah salat idul fitri h dasar se menteri agama kena atur dalam laksana giat ibadah salat idul fitri h berik sejumlah atur untuk laksana tetapprokessaatlebaranbersama laksana sama ","Positive"
4,"selamat hari raya idul fitri h ","Positive"
0,"alhamdulillah allah temu lagi dengan idul fitri ramadanday terlambatngetweet ","Neutral"
4,"rt raya menang rutan pinrang kanwil kemenkumham sulsel gelar salat idul fitri hijriah senin kumham","Positive"
4," selamat hari raya idul fitri juga mitiii maaf segala salah adek nua baik yang sengaja maupun tidak ya ","Positive"
1,"kepala divisi humas polri mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin kadiv humas polriirjen pol prof dari dedi prasetyo sama hum sama sama tetapprokessaatlebaranbersama laksana sama ","Positive"
9,"rt pak selamat idul fitri dan selamat ulang tahun sungguh bahagia lipat ganda mohon maaf lahir batin moga","Positive"
4," selamat hari raya idul fitri syawal hijriah ","Positive"
0,"rt tempat di lapang serbaguna rutan pinrang kanwil kemenkumham sulsel kepala rutan wahyu trah utomo sama jabat st","Neutral"
4,"raya menang rutan pinrang kanwil kemenkumham sulsel gelar salat idul fitri hijriah senin kumhampasti kumhamsulsel rutanpinrang ","Positive"
12,"rt selamat hari raya idul fitri h untuk semua yang raya moga hari menang ini berik bahagia yang sama","Positive"
4,"selamat hari raya idul fitri bagi semua rekan muslim taqobbalallahu minna wa minkum ","Positive"
1,"kepala polisi negara republik indonesia mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin kapolrijenderal polisi drs listyo sigit prabowo tetapprokessaatlebaranbersama laksana sama ","Positive"
3,"alhamdulillah tahun ini sholat idul fitri sudah boleh laku berjamaah laksana sama tetap harus laksana mulai dari laksana sholat idul fitri hingga dengan silaturrahmi sama kerabat tetapprokessaatlebaranbersama laksana sama ","Positive"
4,"selamat hari raya idul fitri h ","Positive"
0,"rt rutan pinrang kanwil kemenkumham sulsel suasana idul fitri langsung khidmat hadir bawak khutbah ustaz sukald","Neutral"
4,"selamat hari raya idul fitri kawan kawan","Positive"
5," selamat hari raya idul fitri bang pino mohon maaf lahir dan batin ","Positive"
13,"rt selamat raya hari menang raya idul fitri untuk semua sehat sehat selalu panjang umur tali saudara ","Positive"
4,"selamat hari raya idul fitri mohon maaf lahir dan batin ya guy smohon maaf bila ada kata atau buat baik sengaja maupun tidak sengaja yang mungkin sakit hatismoga hari ini kita semua kembali jadi fitri dan diridhoi oleh tuhan ymeamin ","Positive"
-1,"seperti biasa di hari raya idul fitri setelah zuhur malah enggak ada giat mending turu ","Negative"
5,"rt halo sunflowers lee haechan indonesia ucap selamat hari raya idul fitri bagi yang raya mohon maaf lahir","Positive"
4,"presiden joko widodo sama ibu iriana ucap selamat idul fitri hijriah ","Positive"
1,"kepala divisi humas polri mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin kadiv humas polriirjen pol prof dari dedi prasetyo sama hum sama sama tetapprokessaatlebaranbersama laksana sama ","Positive"
1,"selamat hari raya idul fitri minal aidin walfaidzin mohon maaf dan batin saya minta maaf kalo ada kata dan postingan saya yang salah","Positive"
5,"selamat hari raya idul fitri h taqabbalallahu minna wa minkum mohon maaf lahir dan batin banding antara katalog dan testimoni baju sarimbit lebaran ","Positive"
4,"selamat hari raya idul fitri hmohon maaf lahir dan batin ","Positive"
1,"rt selamatt hari raya idul fitri h semua minal aidin wal faizin mohon maaf lahir batin","Positive"
4,"pada hari senin tanggal mei pukul wib si ada selesai serka suharyono babinsa desa mojorejo koramil kirim laksana aman laksana sholat idul fitri h di dk mojorejo camat karangmalang ","Positive"
4,"rt raya menang rutan pinrang kanwil kemenkumham sulsel gelar salat idul fitri hijriah senin kum","Positive"
1,"rt kepala divisi humas polri mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf","Positive"
0,"rt tempat di lapang serbaguna rutan pinrang kepala rutan wahyu trah utomo sama jabat struktural para pegaw","Neutral"
10,"sejak mereka duduk di sekolah dasar sudah mulai kenal mereka dengan pembelajaran qur an baik hafal maupun yang lain hari ini idul fitri mereka kunjung ke rumah dengan kondisi masih enak sarung ada nilai yang beda moga mereka tetap istikamah dalam baik ","Positive"
5,"rt selamat hari raya idul fitri mohon maaf lahir dan batin ","Positive"
4,"rt rutan pinrang kanwil kemenkumham sulsel suasana idul fitri langsung khidmat hadir bawak khutbah ustaz suka","Positive"
5,"selamat hari raya idul fitri syawal h minal aidin wal faidzin mohon sama af lahir dan batin kapolrijenderal polisi drs listyo sigit prabowo nya juliati sigit prabowo tetapprokessaatlebaranbersama laksana sama ","Positive"
6,"selamat hari raya idul fitri dari minyu dan keluarga mohon maa lahir dan bathin ya pada makan apa niii hari ini tadi minyu kasih suwir ayam opor tapi gaboleh banyak banyak nanti dia doyan ","Positive"
5,"menteri bumn erick thohir ucap selamat idul fitri syawal hijriah minal aidin wal faizin mohon maaf lahir dan batin erickthohirsolusirakyat ","Positive"
4,"selamat raya idul fitribagi sahabat ku ","Positive"
4,"gue tadi pas solat ied tangis enggak sangka saja masih bisa ketemu idul fitri formasi keluarga lengkap gue bakal kangen sahurr rame dan tunggu buka puasa rame ","Positive"
9," selamat idul fitri cantik","Positive"
5," selamat hari raya idul fitri mohon maaf lahir batin ","Positive"
4," selamat hari raya idul fitri juga","Positive"
0," gue idul fitri masa iya masih nangisin ini duo ","Neutral"
5,"selamat hari raya idul fitri tapi those who celebrate mohon maaf lahir batin ","Positive"
5,"bareng keluarga selamat hari raya idul fitri mohon maaf lahir bathin ","Positive"
4,"rt pergi keliling di akhir pekantidak lupa beli rambutanselamat lebaran citilink ucap dan patuh protokol sehat","Positive"
5,"rt selamat hari raya idul fitri syawal h minal aidin wal faidzin mohon sama af lahir dan batin kapolrijenderal","Positive"
5,"dear apa friends dengan segala rendah hati kami segenap keluarga besar pt angkasa pura i ucap selamat hari raya idul fitri hmohon maaf lahir batin angkasapuraii injourney bumnuntukindonesia eidmubarak idulfitri h ","Positive"
5,"selamat lebaran idul fitri h mohon maaf lahir dan bathinkhutbah idul fitri ini sentuh semua kalangan oleh h zahirin si h ","Positive"
4," kak selamat hari raya idul fitri ya minal aidin wal faidzin ","Positive"
5,"selamat hari raya idul fitri syawal h minal aidin wal faidzin mohon sama af lahir dan batin kapolrijenderal polisi drs listyo sigit prabowo nya juliati sigit prabowo tetapprokessaatlebaranbersama laksana sama ","Positive"
4,"selamat idul fitri moga bisa ketemu ramadhan tahun depan amin ","Positive"
4,"hari kmngan tlh tb dengan ph ktulus membk pt hati untuk slig mmfkan selamat hari ry idul fitri moho maaf lahir bathinbedug t tabuh gema takbir ilahi bahana sambut hari yang fitri ","Positive"
0,"masya allah suasana sholat idul fitri di jis ","Neutral"
0,"idul fitri h ","Neutral"
5," selamat hari raya idul fitri h mohon maaf lahir batin ","Positive"
4," selamat hari raya idul fitri ","Positive"
4,"rt kepala staf presiden jenderal tni purnawirawan ucap selamat raya hari raya idul fitri h sama","Positive"
9,"selamat hari raya idul fitri h mohon maaf lahir dan batin moga berkah dan bahagia selalu curah bagi kita dan keluarga idulfitri idulfitri idulfitri h lebaran eidmubarak idulfitriquotes ","Positive"
0,"rt kepala polisi negara republik indonesia mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin","Neutral"
6,"selamat hari raya idul fitri mohon maaf lahir batin ya hehe ","Positive"
2," omg selamat idul fitri adek ","Positive"
0,"rt pantau dari atas moment shalat idul fitri syawal h di jis jakarta international stadium masyaallah allah","Neutral"
4,"selamat idul fitri h yorobun","Positive"
4,"selamat hari raya idul fitri h lebaran laksana sama tetap guna masker saat laksana sholat ied tetapprokessaatlebaranbersama laksana sama ","Positive"
4,"selamat idul fitri bagi yang raya","Positive"
5,"mohon maaf lahir dan batin daks selamat hari raya idul fitri h btw ngabaso dimarana ","Positive"
4,"selamat raya hari raya idul fitri happy holiday everyone ","Positive"
8,"rt biar adil entar post tanya yang sama untuk raya hari besar agama lain ya kak tunggu kegaduhann","Positive"
5,"taqabbalallahu minna wa minkum mohon maaf lahir dan batin selamat hari raya idul fitri h","Positive"
4,"rt tradisi baik yang moga tidak henti lagi ","Positive"
0,"mudik sudah mulai madat bus antar kota dalam provinsi akdp di terminal arjosari kota malang pada h idul fitri kemarin bus jurus malang surabaya dan malang blitar cukup ramai di pintu keberangkatanselengkapnya ","Neutral"
11,"rt mari terus gerak energi baik dengan istikamah yang lanjut dalam sambut masa depan penuh harap selamat","Positive"
5," selamat hari raya idul fitri mohon maaf lahir batin ","Positive"
4,"lapar haus dan nafsu telah tahan lama bulan kini telah datang hari menang selamat hari raya idul fitrimohon maaf lahir batin ","Positive"
5,"selamat idul fitri semua mohon maaf lahir dan batin ","Positive"
5,"selamat hari raya idul fitri syawal mminal aidin wal faidzin mohon maaf lahin batin ","Positive"
-1,"minal aidzin wal faidzin mohon maaf lahir dan batin maaf ya kalo ada salah dan buat kurang kenan yang di sengaja atau enggak di sengaja selamat idul fitri guuyss ","Negative"
1,"rt selamat hari raya idul fitri mohon di maaf kalo ada salah kalo enggak ada salah salah saja enggak apa-apa saya kan cowok","Positive"
0,"raya idul fitri h di ntt kondusif ","Neutral"
-2,"rt minal aidzin wal faizin warga twt dan zpt yang saya hormat maaf jika ada salah salah ketik dan buat lama sini ya","Negative"
0,"buah pilih yang tepat untuk tidak buka sosial media di hari raya idul fitri ","Neutral"
17,"kapolri jenderal polisi listyo sigit prabowo harap hari raya idul fitri jadi momentum kuat tali saudara dan satu demi wujud indonesia tangguh dan tumbuh laksana sama saat lebaran agar raya idul fitri tetap aman dan sehat ","Positive"
5,"rt gubernur jawa tengah pak ganjar pranowo ucap selamat hari raya idul fitri h mohon maaf lahir dan batin id","Positive"
4,"minal aidzin wal faidzin guys selamat hari raya idul fitri bagi yang raya ","Positive"
5,"rt selamat hari raya idul fitri hijriah mohon maaf lahir dan batin ","Positive"
1,"kepala polisi negara republik indonesia mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin kapolrijenderal polisi drs listyo sigit prabowo tetapprokessaatlebaranbersama laksana sama ","Positive"
4,"selamat hari raya idul fitri h warga twitter eidulfitr eidmubarak ","Positive"
5,"hari raya idul fitri taqabalallah minna wa minkum taqabbal ya karim selamat idul fitri mohon maaf lahir dan batin ","Positive"
0,"rt suci hati suci diri minum amer pagi idul fitri","Neutral"
5,"selamat hari raya idul fitri buat teman teman yang raya mohon maaf lahir dan bathin buat teman teman yang tidak raya moga tahun depan bisa raya ","Positive"
4," selamat idul fitri mas bram","Positive"
5,"rt selamat idul fitri bagi yang raya happy eid mubarak for those who celebrate itu mohon maaf lahir batinart by","Positive"
6,"selamat idul fitri h mohon maaf lahir dan bathin untuk sahabat twitterland semuaketupat ajar bagaimana kita interaksi agar tidak buat salah yang sama suci diri sendiri seperti putih nasi dalam ","Positive"
4," sama selamat idul fitri bp mi sikatsindikat","Positive"
4," selamat hari raya idul fitri syawal hijriah ","Positive"
0," idul fitri","Neutral"
4,"selamat hari raya idul fitri ","Positive"
5,"rt kami ucap selamat idul fitri mohon maaf lahir batin moga beri lancar juga untuk rekan rekan yang be","Positive"
0,"pasar finansial indonesia dan malaysia libur hari raya idul fitri pada senin ","Neutral"
0,"baru juga idul fitri sudah kakak ","Neutral"
4,"selamat hari raya idul fitri jisoomohon maaf lahir dan batinbagi thrnya chu aing mau thr dari jichu ","Positive"
0,"rt allahu akbar allahu akbar allahu akbar walillahilham temanpemilih iring gema suara takbir akhir bulan suci ram","Neutral"
4,"selamat hari raya idul fitri semua","Positive"
17,"desainer era lagi sibuk mudik lebaran nih jadi baru sempat ngejar deadline begini deh kalian ya eramin mau ucap selamat hari raya idul fitri moga bahagia sehat dan sukses selalu ya eradotid bikinpahambikinnyaman idulfitri ","Positive"
4,"selamat idul fitri htaqabbalallahu minna wa minkum maaf lahir dan batin ","Positive"
0," selamat hari raya idul fitri juga mia maaf ya kalau aku ada salah kata ","Neutral"
4,"rt giveaway netflix youtube premium selamat hari raya idul fitri bagi yang merayakanbuat besok tonton bareng kelu","Positive"
